deadline,currency,usd_pledged_real
01/01/2014,USD,3901.0
27/02/2011,USD,752.0
26/12/2011,USD,2503.0
13/05/2016,USD,28520.0
03/05/2013,USD,2616.67
17/02/2012,USD,3275.0
08/05/2014,USD,630.0
05/07/2015,USD,2159.0
21/05/2011,USD,4243.32
29/07/2016,EUR,702.34
09/04/2012,USD,2211.69
22/09/2016,USD,11266.0
20/08/2016,USD,2952508.59
25/03/2016,USD,2483.0
22/03/2013,USD,16383.33
05/05/2013,USD,3185.0
04/06/2017,GBP,9100.18
31/08/2011,USD,3160.22
19/09/2016,USD,14633.0
15/03/2011,USD,3750.0
10/09/2014,USD,4916.0
31/05/2015,USD,31211.0
14/02/2014,USD,1249.5
04/09/2015,USD,3531.99
10/10/2010,USD,2276.0
29/12/2017,USD,1251.0
24/11/2016,USD,1547.17
26/10/2015,USD,806.0
03/11/2014,USD,561.0
21/04/2015,USD,1673.0
17/06/2017,USD,506.0
11/06/2016,USD,10790.0
21/10/2016,EUR,8848.15
04/03/2013,USD,8262.3
11/04/2013,GBP,629.79
03/12/2012,USD,335.0
01/10/2015,USD,30446.99
10/11/2016,GBP,10287.12
11/08/2012,USD,5322.0
03/02/2017,USD,3867.0
18/12/2011,USD,3499.0
16/05/2011,USD,11011.0
15/11/2014,USD,1.0
20/04/2015,GBP,774.12
25/07/2013,USD,114155.0
31/10/2013,USD,2025.0
11/03/2012,USD,2000.0
27/12/2013,USD,2858.78
03/12/2012,USD,27662.5
29/10/2016,USD,6728.0
21/12/2014,GBP,5822.86
21/04/2015,USD,2485.0
16/08/2014,USD,5001.0
02/03/2013,USD,33949.77
08/11/2013,USD,2800.0
06/06/2016,USD,3154.0
25/08/2017,CAD,85144.71
17/04/2013,USD,1790.0
27/05/2015,CAD,1451.42
15/11/2014,USD,2967.0
18/05/2013,USD,1297.0
26/07/2017,GBP,824.99
04/05/2012,USD,5540.0
18/10/2013,USD,27492.0
01/01/2017,USD,5680.0
04/08/2014,USD,10515.0
04/07/2013,GBP,3136.37
18/01/2016,EUR,8963.08
31/05/2016,USD,10449.0
10/08/2015,GBP,4856.16
02/07/2016,USD,4190.0
22/12/2013,USD,20593.04
14/09/2015,USD,14740.63
25/03/2016,USD,12.0
05/08/2012,USD,2350.0
20/01/2018,USD,730.0
17/11/2014,EUR,5134.66
24/03/2014,USD,18030.0
03/12/2012,USD,16586.0
31/12/2016,USD,381281.0
02/01/2015,USD,2041.0
23/02/2013,GBP,156204.62
22/05/2016,USD,3019.0
18/04/2014,USD,40537.0
27/05/2012,USD,6035.0
07/09/2013,USD,1280.0
11/06/2015,SEK,209.43
18/04/2013,USD,4500.0
16/10/2014,USD,3203.0
12/07/2015,EUR,38146.26
01/02/2015,USD,5908.0
01/11/2012,USD,4743.0
13/11/2017,USD,1050200.0
19/02/2015,USD,32041.69
20/12/2015,GBP,216.2
23/06/2011,USD,1895.01
28/02/2013,USD,7325.0
20/05/2016,USD,8727.0
04/08/2013,GBP,3850.33
11/12/2016,CAD,1527.71
31/07/2016,USD,454.0
29/01/2017,USD,15428.0
20/10/2016,GBP,228722.73
24/09/2013,USD,5527.0
23/09/2014,GBP,5554.65
08/01/2015,GBP,3536988.2
04/12/2014,USD,55017.0
20/06/2015,USD,364.0
17/08/2017,USD,5095.0
22/03/2010,USD,330.0
03/11/2012,USD,3646.0
03/05/2017,USD,21096.0
21/02/2014,USD,1509506.28
10/08/2016,USD,365.55
04/07/2017,GBP,851.18
11/08/2017,GBP,772.27
17/08/2016,USD,6091.0
04/09/2016,USD,37608.56
30/06/2015,EUR,35588.03
01/07/2017,USD,1051.0
29/05/2011,USD,5010.0
23/12/2016,USD,8479.0
01/08/2009,USD,8647.79
28/12/2012,USD,1525.0
28/12/2011,USD,5348.0
07/04/2014,USD,590.0
08/08/2014,USD,42950.0
01/09/2014,GBP,1083.68
18/09/2012,USD,4900.78
31/10/2013,GBP,1880.67
31/07/2013,USD,4336.0
31/10/2014,USD,6100.0
06/07/2016,GBP,2081.71
20/04/2013,USD,806.0
31/10/2013,USD,5246.0
31/05/2016,USD,29308.7
09/02/2016,USD,4216.0
12/08/2016,USD,2841.0
22/01/2014,CAD,190589.45
07/05/2016,USD,285.0
16/08/2010,USD,5149.0
11/04/2015,CAD,3249.94
03/10/2012,USD,14711.0
01/03/2014,USD,7647.09
16/05/2015,USD,120.0
16/04/2015,USD,13049.0
16/09/2012,USD,32575.36
18/08/2016,USD,3765.0
27/01/2018,USD,6946.0
28/02/2014,USD,14115.7
23/03/2016,USD,30821.0
31/10/2013,USD,50951.0
07/07/2012,USD,5222.0
09/11/2016,USD,16048.0
25/07/2015,USD,11675.0
07/01/2018,USD,0.0
26/09/2015,USD,1412.0
10/07/2013,USD,1365.0
09/03/2016,USD,705.0
19/12/2014,USD,4380.0
12/04/2014,GBP,899.24
08/05/2014,USD,1050.0
14/12/2012,USD,711.0
26/07/2013,USD,2472.0
21/03/2015,CAD,31683.59
16/08/2017,NOK,75080.88
15/06/2011,USD,788.0
04/03/2017,USD,5850.0
21/09/2012,USD,7225.0
27/04/2014,USD,20127.0
23/11/2015,USD,6493.0
02/06/2012,USD,542.0
01/03/2018,USD,1.0
27/09/2017,USD,1340.0
01/05/2016,USD,20764.0
18/09/2015,USD,27800.0
11/09/2017,USD,2869.0
06/10/2012,USD,775.0
09/11/2012,USD,1540.0
22/09/2012,USD,6822.0
20/02/2014,GBP,1301.72
14/08/2015,USD,2481.0
09/04/2012,USD,32325.01
25/02/2016,EUR,17440.02
14/02/2015,USD,610.0
09/08/2011,USD,604.0
25/04/2017,USD,20634.0
01/05/2013,USD,9069.22
27/08/2015,USD,41695.0
16/02/2018,USD,30.0
13/12/2015,USD,5672.0
27/06/2014,USD,5196.0
20/04/2011,USD,3510.0
14/08/2011,USD,2946.5
03/02/2018,USD,0.0
06/08/2012,USD,2044.5
07/12/2012,USD,7043.0
14/11/2011,USD,61931.0
22/07/2017,GBP,8092.71
07/12/2012,USD,7040.0
30/05/2014,USD,5721.0
16/12/2017,GBP,1173.68
02/09/2017,USD,1851.0
16/06/2017,CAD,837.93
01/06/2013,USD,1598.0
30/07/2014,USD,1809.0
15/11/2011,USD,17667.0
21/07/2013,USD,20341.29
19/07/2014,USD,1794.0
24/09/2016,USD,12041.66
08/06/2013,USD,2115.0
01/08/2017,GBP,554.75
12/04/2015,USD,18906.0
29/08/2014,USD,10861.0
22/09/2014,USD,4606.0
19/10/2013,CAD,4788.27
09/04/2013,USD,8274.3
18/07/2014,GBP,345.15
06/09/2014,USD,6655.0
09/07/2011,USD,5010.0
14/10/2012,USD,30366.23
31/03/2014,USD,4031.66
15/12/2016,MXN,6493.44
25/05/2012,USD,5419.0
16/02/2013,USD,2100.0
02/08/2013,USD,1800.0
29/10/2016,USD,32205.0
29/11/2016,HKD,627.68
07/04/2015,USD,1344.0
28/04/2012,USD,15204.0
24/12/2014,USD,23685.0
06/12/2015,GBP,3229.47
25/08/2013,USD,1236.0
01/01/2016,USD,10101.0
11/10/2016,CAD,2677.35
31/10/2011,USD,1025.0
04/10/2013,USD,1120.0
17/01/2014,USD,11354.0
04/07/2014,USD,154106.36
26/07/2016,USD,835.0
13/11/2011,USD,550.0
11/08/2016,USD,2530.0
14/01/2016,USD,45328.0
03/03/2012,USD,2638.0
11/03/2015,USD,516.0
20/04/2014,USD,3690.0
01/07/2012,USD,4071.0
21/10/2011,USD,2106.5
22/05/2017,USD,37247.0
05/03/2014,USD,2550.0
22/11/2010,USD,1767.12
15/10/2015,USD,8000.0
24/12/2016,CHF,11847.27
15/05/2012,USD,11005.0
01/06/2013,USD,3340.0
26/12/2014,USD,36660.0
14/06/2012,USD,11965.0
14/11/2011,USD,25256.03
22/12/2017,GBP,15468.0
14/05/2011,USD,1550.0
16/07/2011,USD,25385.0
11/11/2010,USD,1266.0
25/03/2014,GBP,706.91
10/07/2015,USD,37058.49
03/07/2016,USD,92936.0
08/03/2015,USD,2709.0
20/03/2014,USD,4940.0
23/12/2016,MXN,10404.5
01/12/2012,USD,6613.99
28/02/2014,USD,5005.0
16/05/2014,USD,200.0
04/04/2014,GBP,2634.95
28/08/2013,USD,8813.0
15/08/2017,USD,13574.0
05/06/2017,GBP,4648.29
09/02/2012,USD,847.0
14/01/2011,USD,1858.0
11/12/2010,USD,35226.0
12/07/2013,USD,25679.0
16/06/2014,USD,5364.45
12/05/2016,USD,12443.0
07/08/2014,USD,787612.73
17/06/2012,USD,3130.0
20/06/2012,USD,3873.0
01/11/2014,USD,24101.0
12/11/2012,USD,5166.0
13/11/2017,USD,207646.0
29/10/2017,AUD,2903.42
16/11/2015,GBP,12214.12
04/10/2016,USD,8911.0
25/01/2013,GBP,9349.49
26/07/2016,CAD,42279.14
12/05/2013,GBP,3578.5
06/09/2014,USD,2291.53
15/06/2014,GBP,928.59
18/06/2014,USD,242832.0
23/06/2011,USD,1346.0
03/03/2016,USD,8253.0
24/07/2013,USD,30031.0
11/08/2014,USD,34282.99
16/03/2012,USD,5920.88
04/03/2012,USD,450.0
14/04/2016,USD,1538.0
03/12/2017,USD,20201.66
09/07/2014,USD,10186.11
25/09/2014,EUR,20.37
19/07/2011,USD,3535.0
21/05/2013,USD,10001.0
19/02/2015,USD,1561.0
28/07/2012,USD,5422.0
23/02/2016,USD,9722.0
16/04/2013,USD,750.0
25/09/2014,USD,63613.0
18/05/2011,USD,15720.0
26/05/2010,USD,2600.0
06/08/2012,USD,6092.34
19/06/2012,USD,4600.0
09/06/2015,USD,1501.0
13/02/2015,USD,3058.0
14/11/2016,USD,4324.0
30/03/2017,USD,1000.0
13/06/2016,USD,7810.0
19/02/2017,USD,15328.0
17/12/2014,USD,1048.0
06/10/2011,USD,23824.0
11/08/2014,USD,25811.0
03/04/2016,USD,31164.0
06/07/2013,USD,3605.0
17/12/2017,CAD,3144.14
24/07/2011,USD,6917.33
27/02/2014,CAD,8953.05
23/12/2015,USD,185.0
08/05/2016,CAD,776.28
19/05/2012,USD,5873.0
31/05/2017,USD,18137.0
04/06/2012,USD,797979.01
19/02/2016,USD,3191.0
03/04/2016,USD,9350.4
07/01/2015,USD,23568.0
28/10/2013,USD,1185.0
29/06/2017,USD,54122.01
19/07/2010,USD,5655.0
13/01/2013,USD,26062.0
31/12/2014,USD,11616.0
14/07/2014,USD,1751.66
05/01/2018,GBP,1592.31
30/11/2012,USD,31049.0
03/04/2014,USD,4416.27
17/01/2017,GBP,1841.67
16/10/2015,USD,124097.0
22/03/2017,MXN,2278.11
18/11/2010,USD,4143.0
04/04/2015,USD,3586.0
09/07/2013,GBP,1059.1
27/03/2016,USD,6545.0
28/09/2016,USD,522.0
17/12/2011,USD,10560.0
29/08/2011,USD,6470.0
10/09/2013,USD,9703.0
12/03/2014,USD,1483.0
15/01/2013,GBP,43192.63
05/07/2015,GBP,9590.26
01/08/2014,USD,8675.0
22/04/2014,USD,8060.0
24/12/2017,CAD,9908.29
19/08/2013,USD,64290.0
26/05/2016,GBP,1553.71
17/12/2015,EUR,1004453.59
09/08/2014,USD,15.0
21/06/2013,USD,7891.0
20/04/2016,USD,17210.5
29/12/2010,USD,6498.0
24/02/2015,USD,657.0
07/06/2013,USD,5216.0
17/11/2014,USD,7632.0
17/10/2013,USD,7244.0
16/12/2017,USD,8501.0
19/05/2014,USD,3177.77
08/07/2016,USD,3616.0
24/09/2017,GBP,368.19
12/01/2014,USD,1500.0
08/10/2012,USD,595.0
26/09/2015,USD,1260.0
27/09/2016,NZD,23518.52
19/01/2017,USD,5502.0
04/09/2015,USD,11944.0
18/08/2012,USD,65336.59
06/07/2013,USD,11535.0
12/02/2010,USD,8040.0
01/05/2010,USD,1162.0
30/11/2010,USD,1525.0
07/12/2016,USD,8726.0
25/10/2015,GBP,2307.1
14/04/2017,GBP,3243.12
13/09/2014,USD,721.0
07/06/2013,USD,1125.0
13/08/2016,SEK,6553.55
14/05/2016,USD,2759.0
17/09/2016,USD,7426.0
17/09/2015,USD,21560.52
23/09/2017,AUD,3064.45
07/12/2013,GBP,1472.43
01/08/2015,USD,2500.0
24/06/2016,USD,4023.0
01/02/2012,USD,584.0
07/03/2012,USD,7801.0
01/03/2015,USD,30076.0
23/05/2012,USD,20001.0
01/02/2013,USD,2025.0
31/08/2014,USD,1815.0
26/11/2015,USD,2679.0
09/02/2013,USD,1491.0
26/11/2013,USD,2149.0
01/08/2014,GBP,15689.94
13/06/2014,USD,13591.0
11/02/2015,USD,14985.0
02/08/2010,USD,2760.0
08/03/2015,USD,1110.0
08/07/2017,HKD,39310.09
01/01/2012,USD,1745.0
07/06/2013,GBP,2855.1
17/12/2016,USD,24546.0
17/04/2014,USD,16550.0
12/11/2016,USD,2698.0
19/10/2014,CAD,619.98
01/06/2011,USD,1180.0
03/07/2014,USD,2452.0
16/05/2010,USD,16794.99
31/05/2013,USD,3175.77
08/06/2013,USD,5447.11
23/11/2017,USD,57611.0
02/04/2014,USD,3116.0
07/04/2017,USD,7665.0
07/09/2012,USD,21500.0
12/12/2011,USD,8142.0
04/12/2012,USD,2796.0
16/01/2017,USD,3843.0
16/08/2013,USD,40441.0
04/05/2016,USD,6645.0
17/09/2015,USD,253.0
23/07/2012,USD,1575.0
12/07/2013,USD,1754.0
04/03/2015,USD,3036.0
06/11/2013,USD,1525.0
01/01/2015,USD,5010.0
05/11/2010,USD,17763.0
16/08/2015,USD,157812.48
06/02/2012,USD,20775.0
08/03/2017,USD,19465.0
22/08/2013,USD,23136.0
19/01/2018,USD,1.0
28/02/2017,GBP,1532.97
13/06/2013,USD,5150.0
06/05/2017,USD,7117.0
29/11/2011,USD,825.0
18/01/2015,USD,4165.0
11/03/2012,USD,10740.0
13/05/2012,USD,6315.0
08/03/2017,USD,10455.0
22/12/2013,USD,10302.0
01/01/2016,USD,1762.66
06/12/2015,USD,239.0
07/11/2014,USD,16006.0
26/05/2015,USD,145.0
03/06/2012,USD,3091.11
02/03/2017,AUD,6632.85
21/07/2011,USD,2517.0
12/11/2014,USD,30962.0
26/05/2014,USD,3958.55
17/03/2014,USD,28610.5
20/12/2013,GBP,3400.69
16/11/2017,USD,1055480.02
01/06/2013,USD,4016.0
30/03/2014,USD,535.0
18/02/2016,USD,20287.0
14/03/2017,GBP,5377.91
22/12/2015,USD,3026.0
22/03/2013,USD,1941.0
29/03/2013,USD,997.0
12/01/2013,USD,34631.0
07/07/2013,USD,25002.67
19/01/2014,CAD,6798.05
31/12/2012,GBP,2176.94
30/08/2014,USD,9131.0
07/07/2016,USD,6115.0
04/12/2015,DKK,1487.48
18/05/2012,USD,912.0
13/11/2017,SEK,3035.03
09/12/2017,USD,26027.0
16/02/2013,USD,10930.0
06/11/2015,USD,71574.0
13/08/2010,USD,6735.0
18/07/2011,USD,3525.99
06/06/2012,USD,8030.0
27/01/2017,GBP,4647.6
29/12/2017,USD,40437.0
23/05/2011,USD,1681.0
01/07/2015,USD,350.0
02/03/2015,USD,105221.41
09/05/2011,USD,2665.0
25/08/2014,USD,7527.0
02/05/2013,USD,15051.0
23/08/2015,USD,31952.0
17/08/2014,USD,20.0
08/12/2012,USD,1075.0
04/01/2014,USD,7060.0
08/08/2015,GBP,2020.01
16/11/2017,EUR,12993.32
20/12/2017,USD,3665.0
02/04/2014,USD,2620.0
14/10/2014,USD,300.0
09/08/2015,GBP,76169.48
23/08/2017,USD,2827.77
11/07/2012,USD,1120.0
01/05/2010,USD,1000.0
21/01/2016,EUR,149829.83
11/10/2013,USD,1820.0
15/06/2014,USD,5175.0
11/03/2017,USD,138935.0
21/09/2016,USD,5211.0
11/04/2012,USD,280.0
21/04/2016,USD,7210.0
23/12/2016,USD,3313.85
23/03/2017,SEK,133500.18
11/05/2016,USD,2192.0
21/07/2014,USD,15252.0
20/04/2016,USD,19058.99
28/01/2016,USD,2325.0
22/06/2013,USD,625.0
30/08/2017,USD,5033.0
17/09/2012,USD,700.0
11/07/2013,USD,4437.0
30/04/2014,USD,970.0
25/07/2015,EUR,168088.35
04/07/2016,USD,10255.0
12/08/2013,USD,7000.0
11/01/2017,USD,13225.0
28/06/2014,USD,16066.0
20/08/2014,USD,50984.0
17/08/2017,CAD,20512.36
12/04/2014,USD,603.0
27/02/2015,USD,531.0
13/07/2011,USD,15210.0
23/12/2013,NZD,7405.35
02/08/2013,USD,7810.33
05/01/2013,USD,2075.0
03/03/2016,USD,53623.0
16/07/2013,USD,43834.0
01/11/2015,USD,15505.0
16/03/2014,USD,7550.0
09/06/2016,USD,9361.0
07/05/2017,USD,12666.0
25/12/2017,USD,621.0
31/05/2017,USD,803.0
07/03/2015,USD,25091.0
12/12/2017,USD,2161.0
13/05/2016,USD,2560.0
15/08/2012,USD,5005.0
21/05/2016,CAD,21101.09
24/04/2016,EUR,76976.14
10/09/2012,USD,34607.0
15/09/2012,USD,2233.0
27/08/2014,USD,11266.73
13/03/2010,USD,2250.0
17/08/2012,USD,4000.0
21/09/2017,AUD,4980.08
07/09/2014,CAD,2515.5
20/08/2012,USD,4501.0
09/12/2017,USD,108.0
01/08/2015,USD,107274.0
03/01/2015,USD,2647.0
20/09/2013,GBP,16665.06
10/10/2014,USD,6420.0
01/06/2017,USD,12329.0
30/09/2015,USD,2279.0
21/12/2012,USD,1590.0
27/01/2012,USD,1180.0
31/05/2017,USD,7013.0
31/08/2014,GBP,964.72
19/08/2014,USD,6415.0
25/10/2014,GBP,2242.1
04/09/2013,USD,1005.0
23/11/2013,USD,41909.7
11/05/2016,USD,6695.0
16/01/2018,USD,905.0
28/03/2013,USD,7701.0
20/02/2015,CAD,7867.69
22/03/2017,USD,5275.0
23/06/2016,USD,1955.0
13/11/2011,USD,855.0
14/05/2013,USD,27314.5
18/12/2016,USD,7015.0
04/07/2016,USD,38483.64
07/05/2012,USD,8135.0
21/02/2013,USD,103621.0
18/04/2013,USD,1540.0
17/06/2013,USD,12679.0
23/09/2017,USD,300.0
10/04/2016,GBP,1772.55
16/12/2010,USD,8070.3
04/03/2016,USD,18085.0
19/10/2010,USD,1595.99
19/05/2012,USD,10266845.74
16/02/2012,USD,5424.0
31/07/2012,USD,82227.0
02/07/2010,USD,318.0
02/07/2016,USD,9023.0
28/07/2014,USD,5175.0
16/01/2016,USD,6115.0
27/04/2017,USD,5328.0
13/06/2014,USD,3034.0
13/03/2014,USD,320.0
31/10/2011,USD,21015.0
25/12/2014,USD,5386.0
21/09/2015,USD,12001.0
22/09/2012,USD,1030.0
22/08/2013,USD,6687.0
14/02/2018,USD,0.0
02/09/2015,USD,1609.0
12/01/2016,GBP,3776.53
23/07/2016,EUR,542.31
11/06/2016,CAD,4995.74
26/09/2015,USD,903.0
01/01/2011,USD,1210.0
01/07/2016,USD,3300.0
04/11/2016,USD,5042.0
10/09/2017,USD,7335.0
01/07/2012,USD,3900.0
25/11/2014,USD,16201.0
07/10/2010,USD,11183.08
07/05/2017,USD,10430.0
03/07/2015,GBP,11872.51
11/11/2017,USD,4214.0
22/05/2015,USD,161943.83
01/12/2015,USD,2340.0
01/05/2012,USD,3002.0
02/04/2017,USD,1760.0
01/11/2012,USD,146596.39
14/06/2016,USD,5710.0
05/10/2013,GBP,490.55
05/07/2011,USD,3940.0
19/06/2014,USD,469313.5
05/05/2014,CAD,3314.87
07/06/2011,USD,4512.0
04/06/2016,USD,4196.0
11/12/2017,USD,2452.0
07/10/2017,USD,3785.0
25/10/2014,USD,28135.0
13/12/2010,USD,2500.0
08/12/2014,GBP,1006.99
20/08/2012,USD,25060.0
18/12/2016,USD,7968.0
10/09/2014,USD,740.0
16/11/2011,USD,2183.0
09/08/2010,USD,7649.0
06/01/2011,USD,2665.0
28/05/2017,USD,22286.0
16/12/2011,USD,28148.91
09/05/2015,USD,7512.0
20/03/2010,USD,2165.0
31/01/2018,USD,0.0
06/04/2012,USD,6072.0
03/05/2013,USD,8075.12
10/09/2013,USD,3575.0
13/11/2017,EUR,42524.36
16/08/2014,CAD,97.65
30/11/2013,USD,1150.0
05/05/2013,USD,10579.0
17/02/2015,USD,8089.0
15/10/2015,USD,25484.01
02/05/2011,USD,2200.77
26/08/2017,USD,1130.74
13/07/2015,USD,34296.0
01/02/2018,USD,0.0
11/12/2010,USD,1938.0
11/12/2015,USD,13376.0
17/06/2011,USD,2841.0
11/07/2010,USD,1715.33
11/06/2015,USD,11122.0
31/03/2017,USD,10801.77
18/11/2016,USD,19045.0
12/09/2012,USD,5040.0
10/04/2016,NZD,415.89
11/06/2013,USD,3878.0
19/02/2017,USD,78021.0
31/08/2015,USD,5804.0
01/07/2011,USD,6235.0
30/12/2014,EUR,68765.35
15/03/2012,USD,21044.0
02/08/2009,USD,1497.0
22/07/2016,USD,11787.0
04/01/2015,USD,2906.0
27/08/2013,USD,20204.0
15/01/2017,EUR,5523.31
18/04/2013,USD,14445.7
13/01/2015,USD,312707.0
07/12/2016,CAD,2444.03
01/08/2017,USD,1239.0
09/06/2012,USD,5195.0
07/04/2017,MXN,7380.76
28/03/2014,USD,12019.0
13/05/2014,USD,5125.0
18/07/2015,GBP,12488.01
29/08/2016,GBP,83448.24
01/01/2016,USD,11540.0
02/12/2012,GBP,20205.24
19/10/2013,USD,100892.0
08/03/2011,USD,7804.0
17/05/2016,USD,885.0
15/07/2016,NZD,3693.67
29/11/2017,EUR,15964.54
31/03/2013,USD,66237.0
20/08/2014,USD,1001.0
30/06/2013,USD,2676.8
05/12/2015,USD,5280.0
16/08/2011,USD,1111.0
26/02/2012,USD,1527.0
02/07/2017,AUD,1521.03
11/10/2016,USD,55051.5
27/01/2014,USD,6412.0
21/04/2012,USD,1155.0
21/05/2016,GBP,3742.44
09/10/2014,USD,8000.0
06/03/2012,USD,6757.0
04/06/2011,USD,3636.11
26/08/2017,USD,13284.0
01/04/2011,USD,1000.0
06/06/2016,CAD,13263.26
06/07/2015,USD,2132.0
16/11/2014,USD,7467.0
01/12/2016,USD,3149.0
31/03/2017,USD,7236.0
10/02/2016,USD,265.0
02/03/2015,GBP,46317.84
07/05/2014,GBP,1754.55
30/04/2012,USD,1670.0
15/04/2015,USD,1.0
21/05/2015,GBP,187.68
10/07/2012,USD,24789.0
20/10/2017,GBP,21442.32
30/07/2014,USD,80399.0
29/04/2012,USD,305.0
08/01/2018,USD,5.0
14/11/2015,USD,13728.0
01/07/2016,GBP,28022.86
25/08/2013,USD,5286.0
10/03/2013,USD,41497.0
28/03/2012,USD,1501.0
14/05/2017,GBP,1301.27
08/09/2016,USD,186151.16
05/03/2015,USD,4542.0
12/07/2011,USD,2278.0
25/11/2016,USD,11054.0
01/09/2013,USD,800.0
11/07/2015,USD,1120.0
18/02/2011,USD,815.0
14/11/2012,USD,3315.5
10/01/2017,GBP,6088.65
23/09/2013,GBP,805.78
10/08/2013,USD,5382.0
21/01/2017,USD,3582.0
14/01/2015,GBP,148591.89
25/03/2013,USD,4171.0
22/07/2011,USD,12060.0
16/08/2016,USD,24321.0
20/12/2015,EUR,7994.61
06/05/2013,USD,4794.82
08/05/2014,USD,6805.19
30/12/2014,USD,79072.0
30/10/2014,USD,282.0
15/01/2013,USD,7710.0
12/10/2017,USD,13528.0
01/10/2015,USD,25799.0
30/08/2014,USD,7610.0
28/02/2017,MXN,5239.75
02/04/2015,USD,8110.0
07/08/2016,USD,699.0
26/03/2017,USD,4501.01
07/02/2014,USD,9635.0
24/02/2017,USD,21249.0
19/11/2011,USD,9747.12
22/12/2014,USD,63.0
12/10/2015,GBP,1575.19
05/03/2010,USD,600.0
21/02/2018,USD,4886.0
04/10/2011,USD,3340.0
18/10/2013,USD,8370.69
05/05/2017,USD,25345.0
08/10/2015,USD,7618.0
03/12/2014,USD,10717.0
14/06/2013,USD,3257.0
21/03/2017,USD,4603.0
04/04/2015,GBP,5019.41
16/03/2014,USD,81626.0
13/01/2013,USD,2265.0
23/09/2014,USD,64214.45
09/03/2013,USD,345.0
24/03/2012,USD,10361.68
16/12/2013,USD,5604.0
25/10/2014,GBP,34338.07
24/05/2013,USD,2167.0
01/05/2013,USD,5630.0
23/10/2016,GBP,341.37
06/01/2014,USD,1791.0
15/06/2016,USD,13583.0
19/08/2014,USD,2425.0
24/03/2017,SEK,3132.88
01/07/2012,USD,620.0
23/03/2012,USD,2875.0
06/12/2013,USD,1582.0
31/12/2011,USD,11260.31
07/11/2013,USD,742.0
31/05/2012,USD,2577.0
05/07/2015,GBP,3250.93
05/01/2015,USD,935.0
04/12/2012,USD,8357.0
25/05/2015,USD,42652.11
06/06/2010,USD,5350.0
08/07/2017,USD,2500.0
26/09/2015,USD,5625.0
20/09/2012,USD,2503.0
05/09/2015,USD,66604.0
03/10/2011,USD,2000.0
19/04/2012,USD,5076.0
21/08/2016,USD,2121.0
20/08/2013,USD,8050.0
15/10/2011,USD,486518.55
24/07/2014,USD,2803.0
04/09/2013,USD,1120.0
12/02/2017,GBP,2513.42
02/01/2016,USD,159.0
02/07/2017,USD,4520.0
02/08/2012,USD,3151.0
19/03/2014,USD,6021.0
02/02/2015,USD,535.0
28/03/2013,USD,5060.0
24/03/2013,USD,1735.0
27/05/2015,NZD,1509.65
08/06/2015,USD,6104.0
06/06/2013,USD,20058.0
11/07/2014,USD,55.0
12/08/2016,USD,2549.0
18/07/2014,USD,6547.0
16/04/2016,USD,14000.0
23/10/2014,USD,500.0
01/02/2013,GBP,3430.39
10/12/2014,USD,8645.0
08/11/2017,GBP,6725.75
22/11/2017,CAD,1597.42
06/04/2014,USD,6030.0
20/03/2013,USD,3321.0
06/05/2016,GBP,2262.22
07/10/2017,USD,24463.6
06/03/2012,USD,28.0
16/07/2011,USD,1441.0
25/08/2017,USD,322.0
13/09/2012,USD,1980.0
12/07/2013,USD,1700.0
20/12/2014,USD,2220.0
26/05/2011,USD,1875.0
29/11/2016,USD,914.0
18/03/2011,USD,5418.0
31/01/2012,USD,9793.0
13/08/2016,USD,4334.0
09/06/2012,USD,2000.0
22/11/2013,USD,4608.0
18/12/2015,USD,10432.0
29/10/2014,USD,7762.69
31/08/2016,USD,1700.0
30/08/2016,CAD,500.69
27/05/2013,USD,6072.0
10/06/2013,USD,1490.0
18/07/2012,USD,9115.0
30/12/2012,USD,16567.41
06/06/2015,USD,1476.0
23/11/2017,GBP,36670.07
03/01/2012,USD,4652.0
16/09/2011,USD,4176.11
23/09/2016,USD,6176.0
06/05/2013,USD,5025.0
06/05/2017,USD,15405.0
07/12/2016,USD,701.0
02/06/2013,GBP,1609.01
01/04/2017,USD,12810.0
21/08/2011,USD,525.0
01/12/2017,USD,73500.0
11/09/2017,USD,10755.0
01/01/2018,USD,1320.0
17/07/2015,USD,5645.0
24/11/2011,USD,5287.0
21/05/2017,USD,12000.0
12/10/2011,USD,850.0
17/12/2015,USD,20436.0
31/07/2017,USD,710.0
26/03/2013,USD,7056.0
15/05/2011,USD,5205.0
24/09/2011,USD,1036.0
11/04/2015,USD,21001.0
25/11/2016,USD,25064.0
02/06/2011,USD,8004.49
01/01/2018,USD,5496.0
21/10/2016,USD,76763.5
13/12/2012,USD,2530.0
04/07/2013,USD,535.0
17/09/2014,USD,5463.0
30/05/2017,USD,4042.0
03/10/2017,EUR,37641.51
09/01/2015,USD,6840.0
21/04/2013,USD,700.0
10/10/2012,USD,970.0
20/12/2017,GBP,17715.0
02/11/2010,USD,5136.0
21/01/2018,USD,0.0
01/03/2012,USD,13313.0
19/12/2013,USD,615.0
22/08/2012,USD,9704.0
28/10/2014,USD,195221.13
24/06/2013,USD,7411.7
03/04/2014,USD,2625.0
26/11/2015,GBP,596.05
01/03/2017,USD,4005.0
18/06/2012,USD,5352.0
21/08/2016,USD,3144.0
17/08/2016,USD,1370.0
06/09/2012,USD,1310.0
04/07/2015,USD,9163.0
30/09/2013,GBP,3821.58
03/09/2013,USD,11006.0
28/09/2017,EUR,36026.47
