main_category,currency,deadline,usd_pledged_real
Technology,USD,27/12/2016,22304.0
Games,USD,08/10/2015,3189.0
Film & Video,USD,27/11/2011,22475.0
Design,USD,07/07/2012,6010.0
Photography,USD,21/05/2014,17047.0
Theater,GBP,31/07/2014,3652.84
Design,USD,27/09/2016,17148.0
Music,USD,28/11/2010,2015.0
Film & Video,USD,12/08/2015,17552.0
Games,GBP,07/04/2017,752.0
Games,USD,22/10/2016,10580.0
Games,USD,03/10/2016,1638.0
Technology,GBP,14/05/2017,44914.64
Technology,USD,10/09/2015,167301.0
Art,CAD,14/04/2016,4419.69
Music,USD,20/06/2012,2545.1
Publishing,USD,23/09/2016,5000.0
Food,USD,05/06/2014,22337.0
Food,USD,24/07/2016,10908.0
Photography,USD,30/07/2016,8155.0
Film & Video,USD,06/08/2011,112248.33
Comics,USD,05/02/2013,6040.0
Food,USD,01/06/2013,20667.0
Publishing,USD,12/12/2010,211.0
Film & Video,USD,05/01/2011,5860.0
Film & Video,AUD,15/07/2016,10360.53
Design,GBP,24/06/2015,469007.82
Comics,USD,03/06/2016,24232.22
Music,USD,09/06/2012,1116.0
Film & Video,USD,28/03/2011,2761.0
Music,USD,26/09/2012,5591.0
Technology,EUR,12/03/2016,206556.51
Publishing,USD,08/11/2014,7830.0
Games,USD,19/09/2013,7278.0
Fashion,USD,21/02/2015,18645.0
Film & Video,USD,04/12/2010,4060.0
Games,AUD,07/11/2015,3943.74
Film & Video,USD,18/12/2017,2130.0
Food,USD,16/08/2014,23001.0
Art,USD,06/01/2017,353.0
Music,USD,10/03/2013,1500.0
Music,USD,03/01/2013,12249.0
Games,GBP,23/06/2017,7207.87
Film & Video,USD,01/09/2015,3340.0
Music,USD,13/06/2014,2100.13
Crafts,CAD,09/10/2014,1062.78
Publishing,USD,25/08/2013,1025.0
Fashion,USD,15/10/2017,2209.0
Film & Video,USD,23/12/2014,43000.0
Food,USD,25/03/2012,326.0
Film & Video,USD,02/09/2014,3605.0
Design,SEK,17/07/2015,13341.45
Music,USD,29/12/2012,19463.13
Comics,USD,07/06/2013,80681.96
Art,USD,01/03/2013,3690.0
Publishing,USD,25/08/2016,3914.0
Games,AUD,19/01/2015,9590.61
Publishing,GBP,07/01/2015,4063.92
Technology,GBP,16/03/2013,5092.39
Music,USD,21/08/2012,6025.12
Games,USD,17/05/2012,63.0
Art,USD,08/08/2016,511.0
Film & Video,GBP,21/04/2017,142558.84
Film & Video,USD,31/03/2014,2136.0
Photography,GBP,01/03/2015,2973.06
Comics,GBP,02/04/2015,22903.5
Film & Video,USD,13/07/2012,3875.49
Music,USD,12/09/2012,759.66
Technology,USD,15/10/2016,6128.0
Food,USD,01/11/2015,12220.0
Food,USD,12/08/2013,20675.0
Film & Video,GBP,28/11/2013,866.27
Film & Video,USD,03/01/2011,1735.0
Film & Video,USD,17/03/2014,4115.0
Music,GBP,16/11/2017,3114.2
Music,USD,19/06/2016,6735.0
Games,USD,10/02/2016,25354.52
Music,USD,21/06/2013,10950.0
Fashion,USD,24/01/2016,850.0
Design,GBP,04/04/2017,254.66
Technology,USD,18/12/2014,5018.0
Fashion,USD,09/02/2011,5554.0
Publishing,USD,24/02/2017,3271.0
Publishing,GBP,13/12/2015,4293.17
Games,GBP,22/05/2013,24176.36
Technology,USD,06/06/2013,8363.0
Film & Video,USD,07/12/2016,6093.0
Games,USD,03/02/2013,204680.93
Design,USD,23/05/2012,420.01
Comics,USD,08/04/2017,6702.0
Music,USD,29/07/2016,21080.39
Food,USD,31/03/2015,726.0
Publishing,USD,31/08/2014,5596.0
Design,USD,17/12/2017,11517.0
Music,USD,22/09/2012,841.66
Music,USD,24/03/2016,20527.0
Film & Video,USD,01/11/2012,36630.05
Film & Video,USD,14/05/2016,2363.0
Film & Video,USD,19/01/2011,5025.0
Technology,CAD,15/09/2017,191172.45
Film & Video,USD,21/02/2015,1780.0
Film & Video,GBP,07/12/2013,12414.07
Games,GBP,06/10/2013,22582.81
Publishing,GBP,07/11/2017,18847.92
Film & Video,USD,24/03/2013,1470.0
Design,USD,31/03/2017,71156.0
Publishing,EUR,06/12/2014,10140.56
Games,USD,29/07/2013,29223.95
Design,USD,15/06/2017,56385.0
Music,USD,24/06/2013,2080.0
Music,USD,27/10/2014,10237.0
Music,USD,25/07/2011,7558.0
Games,EUR,12/06/2015,38226.35
Film & Video,USD,19/06/2017,10010.0
Design,USD,19/12/2017,55198.0
Design,USD,07/05/2013,33871.0
Theater,USD,01/06/2014,2705.0
Film & Video,USD,29/10/2010,27844.33
Music,USD,17/10/2012,19460.0
Art,GBP,09/09/2017,5435.08
Comics,USD,09/06/2015,8149.0
Film & Video,USD,30/07/2013,2810.15
Dance,USD,16/02/2016,3500.0
Publishing,USD,05/12/2011,506.5
Music,USD,31/01/2011,4095.0
Music,USD,05/07/2014,9125.0
Art,USD,01/06/2015,5146.0
Fashion,USD,24/09/2013,2923.0
Film & Video,USD,26/06/2016,15884.89
Theater,USD,21/01/2015,28730.0
Photography,GBP,11/08/2017,324.48
Design,USD,09/08/2013,1061.0
Film & Video,USD,10/01/2012,2185.0
Games,USD,25/02/2016,13951.0
Games,USD,06/12/2012,41596.0
Music,USD,05/09/2013,11579.0
Music,USD,01/07/2011,7620.0
Art,USD,07/12/2013,7321.0
Food,USD,15/06/2012,12452.14
Theater,USD,09/03/2014,4057.0
Art,USD,16/04/2014,5086.01
Art,USD,21/06/2014,3230.0
Food,USD,16/12/2011,3125.0
Design,USD,01/11/2015,62557.0
Film & Video,USD,20/04/2012,860.0
Design,USD,18/08/2016,105429.0
Games,GBP,14/12/2015,717.27
Publishing,USD,25/05/2013,8385.88
Music,USD,15/06/2010,2055.0
Film & Video,USD,05/04/2011,3050.0
Design,USD,07/10/2016,23699.0
Technology,USD,14/10/2017,235403.74
Design,USD,30/08/2012,265.0
Music,USD,06/10/2012,7130.0
Art,USD,02/09/2013,20995.0
Theater,USD,16/12/2010,1860.77
Music,USD,15/01/2017,1133.0
Art,CAD,16/01/2014,2224.45
Film & Video,USD,13/10/2017,15216.33
Music,USD,29/09/2013,1855.0
Music,USD,01/08/2013,638.0
Technology,USD,21/07/2016,11385.0
Games,USD,15/04/2016,30407.0
Music,GBP,03/02/2017,2512.52
Games,USD,07/09/2013,1767.0
Film & Video,GBP,23/10/2013,5102.29
Publishing,USD,04/04/2017,1501.0
Design,USD,24/02/2015,528.0
Music,USD,10/05/2017,7985.0
Film & Video,USD,21/08/2016,1765.0
Fashion,GBP,23/03/2014,99.8
Technology,USD,25/07/2014,18773.6
Technology,USD,10/05/2013,7261.0
Music,USD,06/12/2013,12120.0
Design,USD,17/09/2015,5209.0
Film & Video,USD,21/08/2016,475.0
Publishing,USD,23/07/2017,690.0
Film & Video,USD,09/04/2012,2202.27
Film & Video,USD,01/04/2013,2150.0
Photography,USD,25/03/2014,2280.0
Film & Video,USD,26/11/2015,2020.0
Film & Video,USD,31/05/2014,7933.0
Music,USD,17/11/2014,9210.0
Film & Video,USD,02/06/2016,73400.0
Music,USD,11/05/2014,6077.69
Film & Video,USD,22/04/2013,27495.0
Theater,USD,29/09/2014,593.0
Film & Video,USD,20/08/2016,21312.0
Games,USD,19/09/2015,1000.37
Technology,USD,16/05/2016,22777.5
Film & Video,USD,10/05/2012,420.01
Food,CAD,14/08/2014,77.98
Technology,USD,25/04/2013,212278.66
Publishing,USD,05/04/2015,360.0
Publishing,USD,24/10/2016,5960.0
Film & Video,USD,17/08/2015,4532.0
Games,GBP,21/01/2016,1582.69
Music,CAD,01/01/2017,1179.67
Film & Video,GBP,08/07/2017,22417.83
Art,USD,16/08/2015,654.0
Publishing,USD,06/10/2013,2190.0
Design,USD,19/12/2014,6894.0
Art,USD,04/05/2015,1275.0
Publishing,USD,16/09/2016,2002.0
Film & Video,USD,28/03/2013,5316.0
Music,GBP,31/07/2013,2357.72
Music,USD,09/03/2012,4525.0
Publishing,USD,08/05/2014,14550.0
Photography,USD,18/02/2012,1224.66
Technology,USD,15/11/2012,4664.61
Dance,GBP,31/05/2015,1480.24
Comics,USD,21/06/2016,9001.0
Publishing,USD,01/04/2017,11527.0
Music,USD,18/10/2012,17591.0
Dance,USD,15/04/2015,5151.0
Film & Video,GBP,09/03/2016,500.23
Music,USD,22/03/2014,6181.24
Food,USD,28/02/2017,9854.0
Games,GBP,13/02/2015,2300.51
Technology,USD,22/12/2015,28642.99
Design,EUR,30/10/2015,667516.44
Design,USD,14/09/2015,5462.0
Music,USD,26/04/2011,2015.0
Games,EUR,24/07/2017,24980.74
Journalism,USD,27/04/2013,1279.0
Film & Video,GBP,04/07/2013,696.14
Comics,USD,24/09/2012,11945.0
Publishing,USD,30/08/2014,7500.0
Music,USD,15/07/2015,3084.69
Music,USD,23/08/2012,6055.0
Art,USD,01/02/2016,4031.0
Technology,USD,14/04/2013,19508.13
Food,USD,14/04/2012,3710.88
Music,USD,08/05/2013,8872.51
Music,USD,05/08/2015,8341.21
Film & Video,USD,21/05/2011,1166.0
Music,USD,18/01/2011,1134.0
Film & Video,GBP,03/12/2017,5403.81
Art,USD,20/05/2013,32256.0
Music,USD,21/11/2015,2130.0
Technology,USD,25/10/2015,1315.0
Film & Video,USD,17/07/2016,26778.0
Film & Video,USD,15/01/2015,10441.0
Film & Video,USD,06/03/2012,4690.0
Crafts,GBP,14/10/2017,9960.97
Film & Video,USD,16/05/2010,3815.0
Film & Video,USD,12/05/2016,86112.1
Photography,USD,17/11/2012,10000.0
Theater,USD,30/09/2012,6500.0
Publishing,USD,09/12/2012,3725.0
Games,USD,30/07/2012,55608.25
Comics,USD,05/04/2013,8344.0
Technology,USD,25/06/2017,130.0
Music,USD,20/12/2013,5845.0
Film & Video,USD,09/09/2011,1019.0
Fashion,USD,20/06/2017,62153.0
Comics,USD,09/08/2013,135820.85
Design,USD,20/11/2011,3170.0
Design,USD,04/11/2016,76872.0
Technology,USD,12/01/2014,40168.0
Publishing,USD,21/02/2017,695.0
Film & Video,USD,04/06/2011,2305.0
Publishing,USD,07/02/2013,3150.0
Design,USD,23/03/2016,4528.0
Photography,USD,12/09/2016,400.0
Theater,USD,11/12/2013,23636.18
Art,GBP,10/04/2015,780.63
Art,USD,06/09/2012,3583.34
Food,USD,19/03/2014,26875.2
Music,USD,11/03/2017,1191.0
Publishing,USD,10/09/2013,4443.5
Publishing,USD,25/06/2013,14375.0
Music,USD,15/10/2010,1465.0
Publishing,USD,12/05/2013,12217.23
Food,USD,26/08/2017,6146.0
Theater,USD,03/08/2014,300.0
Theater,USD,04/08/2012,3890.0
Theater,GBP,01/03/2016,353.95
Art,USD,02/01/2014,28126.66
Publishing,USD,22/08/2015,1150.0
Music,USD,06/08/2013,54646.87
Comics,USD,25/08/2017,4253.0
Games,USD,04/09/2012,11591.55
Food,GBP,06/09/2016,8782.96
Publishing,USD,14/11/2016,1610.0
Games,USD,11/11/2013,2983.0
Design,USD,18/08/2017,10075.45
Design,USD,10/04/2013,2541.0
Music,USD,05/10/2011,15434.0
Film & Video,USD,18/08/2013,5140.0
Film & Video,USD,12/12/2012,9858.0
Theater,USD,30/03/2014,1080.0
Design,DKK,10/05/2017,883.22
Film & Video,USD,13/10/2012,7329.0
Music,USD,24/05/2011,1025.0
Crafts,USD,03/05/2015,806.0
Music,USD,27/02/2011,2722.0
Art,USD,17/03/2014,3547.0
Music,USD,30/04/2015,11922.0
Art,USD,25/11/2017,6541.0
Fashion,CAD,13/04/2014,23071.17
Music,USD,26/04/2016,8889.0
Photography,GBP,18/05/2017,32557.78
Games,EUR,18/08/2016,106853.98
Technology,GBP,22/05/2014,24870.33
Games,USD,29/11/2017,44262.0
Crafts,CAD,01/06/2014,3753.2
Food,USD,07/12/2013,10500.28
Music,USD,31/08/2012,2683.66
Film & Video,CAD,01/12/2013,23734.62
Dance,USD,11/05/2013,5000.0
Film & Video,USD,08/02/2014,8841.0
Art,USD,21/03/2014,5002.0
Music,USD,14/11/2012,20389.11
Food,USD,08/07/2016,29321.0
Fashion,USD,03/07/2012,5938.0
Dance,CAD,02/02/2014,8029.75
Fashion,USD,11/07/2013,2117.0
Design,USD,24/04/2013,12197.0
Food,USD,28/05/2012,8518.76
Film & Video,USD,16/05/2011,17074.0
Crafts,CAD,17/10/2014,18705.75
Games,USD,03/03/2015,6060.0
Fashion,USD,22/11/2012,8535.0
Food,CAD,16/12/2014,5210.42
Film & Video,USD,01/11/2013,700.0
Publishing,USD,11/01/2016,14418.04
Photography,USD,21/07/2011,3614.0
Design,CAD,26/07/2014,1576.51
Games,CAD,05/09/2014,25353.01
Film & Video,USD,03/04/2012,1685.0
Games,USD,22/07/2015,3153.0
Art,EUR,01/09/2015,250.6
Technology,USD,13/08/2015,93601.0
Music,USD,09/04/2014,680.0
Design,USD,05/03/2015,62020.0
Publishing,USD,06/04/2011,4933.84
Music,USD,22/01/2016,14570.0
Music,USD,29/03/2014,10684.0
Crafts,USD,22/05/2014,3338.0
Publishing,GBP,20/07/2015,9323.45
Film & Video,CAD,31/03/2017,11242.05
Publishing,USD,17/09/2012,4858.0
Film & Video,USD,14/04/2012,20205.0
Fashion,USD,21/05/2011,818.0
Publishing,USD,10/05/2014,20045.0
Music,USD,13/12/2014,7529.0
Film & Video,USD,09/09/2014,24100.21
Food,USD,23/01/2014,22360.0
Games,GBP,06/08/2013,12460.8
Publishing,GBP,22/08/2016,16572.42
Music,USD,01/02/2013,2465.66
Publishing,USD,05/05/2015,100.0
Publishing,USD,05/04/2017,2080.0
Music,CAD,05/02/2015,1206.91
Technology,USD,16/08/2014,3636.0
Design,USD,02/05/2015,190353.11
Photography,USD,09/06/2016,1700.0
Publishing,USD,01/12/2012,5621.0
Technology,USD,05/09/2010,186.0
Games,USD,04/05/2014,16440.0
Art,USD,20/04/2015,23001.0
Games,USD,15/09/2014,7122.0
Art,GBP,03/07/2014,24467.11
Design,USD,19/04/2014,1118.0
Publishing,USD,24/04/2017,906.0
Music,USD,29/04/2013,11000.33
Dance,USD,14/03/2017,2030.0
Art,USD,10/08/2012,6092.11
Games,USD,12/02/2017,12288.0
Comics,USD,12/04/2014,4650.5
Technology,USD,31/01/2010,225.0
Theater,GBP,27/07/2016,3291.77
Art,USD,23/02/2017,1732.0
Music,USD,22/02/2011,3040.0
Comics,USD,07/04/2015,9579.0
Games,USD,21/11/2013,2961.13
Publishing,USD,14/06/2012,3800.0
Fashion,USD,20/03/2014,1552.0
Games,USD,30/06/2015,14137.0
Theater,GBP,13/07/2016,4010.21
Music,USD,01/08/2012,12060.0
Film & Video,CAD,27/12/2015,1232.35
Film & Video,USD,19/03/2012,723.0
Food,USD,01/09/2011,22430.83
Art,GBP,20/08/2014,8393.15
Food,USD,18/09/2013,2612.0
Music,USD,08/10/2013,7406.0
Film & Video,USD,26/05/2017,51505.0
Film & Video,USD,05/06/2017,1081.0
Music,USD,23/01/2016,1274.0
Music,USD,23/12/2015,140005.21
Music,USD,29/01/2015,1602.0
Film & Video,USD,07/05/2012,3820.0
Art,EUR,06/07/2017,2802.79
Games,USD,13/06/2016,10864.0
Design,USD,28/01/2013,15720.0
Art,USD,10/11/2015,676.0
Dance,USD,30/03/2015,3765.0
Comics,USD,24/10/2016,19008.0
Film & Video,USD,01/06/2012,616.0
Games,USD,15/02/2015,101.0
Food,USD,13/03/2015,4605.0
Music,USD,27/03/2014,3883.0
Art,USD,03/05/2015,5206.0
Music,USD,03/09/2012,5194.0
Theater,USD,18/05/2012,1351.0
Photography,CAD,01/09/2016,9197.11
Design,CAD,25/11/2016,452.15
Art,USD,02/11/2016,3994.0
Film & Video,USD,19/03/2015,10932.0
Music,USD,11/12/2011,5036.07
Theater,USD,30/01/2012,1726.0
Film & Video,USD,17/02/2013,3410.0
Publishing,USD,02/09/2015,6826.0
Design,USD,08/04/2016,6930.0
Film & Video,USD,08/01/2011,12178.1
Film & Video,USD,24/02/2015,1601.0
Food,USD,10/12/2013,65230.0
Film & Video,USD,01/07/2013,10162.0
Dance,USD,16/08/2013,3040.0
Design,GBP,01/12/2016,1321.69
Film & Video,USD,22/02/2014,5525.0
Music,USD,22/12/2017,1330.0
Theater,GBP,09/01/2016,573.29
Theater,USD,02/12/2012,675.0
Technology,USD,30/11/2014,117054.0
Publishing,USD,04/06/2012,1500.0
Publishing,USD,19/09/2016,52021.0
Music,USD,06/06/2013,1470.0
Film & Video,USD,03/10/2016,2751.0
Games,GBP,15/05/2017,11669.79
Music,USD,24/04/2011,8711.52
Music,USD,14/09/2010,5080.02
Publishing,USD,13/10/2013,3001.0
Art,USD,04/09/2011,2003.0
Design,AUD,25/04/2014,16568.56
Design,GBP,22/12/2014,4730.68
Music,USD,31/08/2011,1138.01
Fashion,USD,01/10/2016,1311.0
Music,USD,13/03/2013,2150.0
Music,USD,17/02/2017,4079.01
Music,USD,16/08/2015,2639.0
Film & Video,USD,16/04/2010,5140.0
Theater,USD,10/03/2012,1010.0
Technology,EUR,14/07/2015,1984.46
Publishing,USD,06/07/2014,10351.0
Food,SGD,04/09/2017,14541.51
Games,USD,07/10/2012,66087.0
Film & Video,USD,01/06/2010,660.33
Music,GBP,28/07/2016,13979.49
Comics,USD,31/03/2017,5554.0
Dance,USD,21/01/2017,1525.0
Music,USD,01/05/2013,723.0
Music,USD,08/06/2015,3305.0
Art,USD,06/05/2015,2402.0
Film & Video,USD,07/09/2014,878028.87
Fashion,GBP,05/11/2014,10206.76
Music,USD,16/06/2013,6650.91
Comics,USD,28/02/2015,12439.0
Music,USD,01/08/2017,26046.0
Music,USD,18/09/2014,5100.0
Music,CAD,15/12/2016,6988.06
Design,USD,02/07/2015,1621.0
Games,USD,12/05/2015,6937.0
Film & Video,USD,26/06/2014,365.0
Art,USD,22/10/2012,1751.0
Film & Video,USD,24/09/2013,28973.0
Music,USD,11/08/2015,4240.0
Film & Video,USD,15/11/2010,13250.0
Music,USD,28/05/2013,2005.0
Photography,GBP,05/04/2015,2525.75
Photography,EUR,01/03/2017,13111.71
Music,USD,02/04/2013,62760.59
Comics,USD,10/12/2012,1560.0
Art,USD,01/02/2011,7630.0
Technology,USD,25/09/2014,4861.0
Theater,USD,06/04/2012,5945.0
Design,USD,04/03/2015,7512.0
Food,USD,07/08/2014,15.0
Music,USD,21/01/2012,1520.0
Games,USD,14/02/2015,2596.0
Dance,USD,02/10/2013,5500.0
Fashion,USD,11/07/2014,10700.0
Journalism,USD,01/07/2015,11542.0
Crafts,GBP,14/11/2015,44524.46
Music,USD,19/05/2012,4704.0
Music,USD,18/09/2017,1250.0
Music,USD,01/06/2010,4806.0
Games,USD,01/09/2012,1733.0
Technology,USD,09/07/2015,32075.0
Art,USD,19/06/2015,32695.0
Film & Video,CAD,29/06/2014,15425.48
Music,USD,29/02/2012,3050.0
Music,USD,09/08/2012,3000.0
Art,USD,22/06/2013,1055.0
Design,GBP,09/09/2014,11790.16
Film & Video,USD,04/11/2016,7516.0
Food,USD,23/06/2012,8878.07
Music,USD,10/10/2011,2205.0
Art,USD,23/06/2012,351.0
Theater,USD,01/08/2010,2451.44
Film & Video,USD,09/09/2011,85690.33
Journalism,USD,15/11/2010,5013.5
Film & Video,GBP,29/05/2013,14484.65
Music,USD,21/12/2017,5940.0
Publishing,GBP,09/06/2016,825.33
Games,GBP,30/06/2016,1585.31
Theater,USD,20/09/2013,10205.0
Technology,USD,15/04/2015,59644.0
Fashion,USD,18/11/2015,80199.0
Film & Video,USD,11/12/2012,1295.0
Publishing,USD,01/07/2009,760.0
Music,USD,27/05/2015,15343.18
Music,USD,03/03/2012,1881.0
Games,USD,15/03/2017,3337.0
Art,USD,05/03/2016,8031.0
Publishing,MXN,25/11/2017,574.6
Publishing,CAD,08/05/2016,1553.33
Theater,USD,31/07/2012,670.0
Film & Video,USD,09/06/2015,1333.0
Film & Video,USD,11/12/2010,4736.0
Music,USD,02/09/2014,4156.0
Design,USD,19/07/2013,10689.01
Film & Video,GBP,30/11/2012,1484.72
Film & Video,USD,21/03/2015,250303.24
Fashion,USD,26/08/2011,8445.0
Journalism,USD,16/12/2011,14910.0
Theater,USD,11/03/2011,1920.0
Technology,USD,01/03/2015,10900.0
Art,USD,29/02/2016,2052.0
Food,SEK,27/08/2015,13816.99
Art,USD,21/05/2012,4220.0
Design,EUR,20/06/2017,24014.26
Art,USD,22/12/2012,6560.0
Food,USD,26/04/2014,970.0
Design,HKD,25/01/2017,11738.13
Publishing,CAD,28/01/2017,1531.86
Food,USD,10/11/2015,21735.0
Comics,CAD,12/10/2013,5946.0
Film & Video,USD,17/08/2012,1150.0
Music,USD,13/03/2013,397.0
Music,USD,01/06/2015,3684.0
Comics,SGD,04/06/2017,4483.78
Art,USD,01/04/2015,8597.0
Music,USD,22/07/2010,10555.0
Film & Video,USD,28/11/2017,20763.0
Food,USD,18/03/2017,10751.0
Technology,EUR,10/06/2016,191512.93
Comics,USD,31/12/2010,2130.47
Crafts,GBP,01/02/2015,530.0
Technology,USD,23/11/2013,88202.44
Games,USD,10/08/2015,3665.0
Design,USD,02/04/2017,940.0
Comics,NZD,02/03/2014,4727.77
Games,USD,14/01/2013,110664.02
Music,GBP,31/07/2017,16634.68
Technology,HKD,08/08/2017,13093.58
Publishing,USD,15/06/2012,15213.0
Design,USD,07/07/2017,80245.0
Art,USD,16/11/2011,1105.01
Photography,USD,28/07/2012,10986.0
Music,USD,02/06/2010,617.0
Publishing,EUR,08/11/2017,2158.33
Music,USD,15/08/2014,370.0
Fashion,USD,12/10/2013,42665.01
Art,USD,14/06/2015,5235.0
Film & Video,USD,08/04/2014,35063.0
Design,USD,11/12/2016,620.0
Food,USD,29/07/2010,18406.0
Publishing,USD,27/07/2015,18968.0
Art,USD,27/04/2016,105.5
Music,USD,08/03/2010,2062.5
Design,GBP,25/11/2016,17533.98
Design,USD,12/02/2015,34498.0
Games,USD,30/06/2014,16109.0
Games,USD,02/07/2017,3399.0
Art,USD,10/09/2016,5947.0
Theater,USD,25/05/2017,15518.0
Design,USD,11/06/2014,24945.5
Music,USD,27/04/2016,4225.0
Music,USD,07/08/2017,804.0
Comics,GBP,05/04/2017,3340.33
Design,CAD,06/09/2017,60185.32
Comics,USD,17/01/2017,5468.47
Games,USD,28/07/2017,34028.0
Photography,GBP,26/03/2014,2752.78
Theater,USD,26/11/2012,5500.0
Art,USD,25/06/2015,3541.0
Food,GBP,16/09/2015,6751.58
Theater,NZD,02/01/2014,1161.44
Film & Video,USD,30/11/2012,2541.0
Film & Video,USD,28/06/2010,20000.0
Design,USD,05/11/2016,11204.0
Technology,USD,07/06/2011,33659.99
Food,USD,16/04/2013,1772.0
Design,USD,12/04/2014,50091.92
Design,GBP,03/06/2013,3246.06
Food,USD,20/12/2012,4091.0
Fashion,USD,12/11/2016,1523.0
Dance,USD,09/12/2012,1525.0
Art,USD,07/07/2014,3190.0
Technology,SGD,07/10/2016,85554.1
Fashion,USD,26/04/2016,1285.0
Art,USD,08/05/2012,4586.0
Theater,CAD,11/07/2016,893.83
Crafts,USD,01/08/2014,1052.0
Design,USD,21/07/2013,17178.27
Photography,USD,07/07/2013,5316.0
Fashion,CAD,15/10/2017,1161.36
Technology,USD,29/12/2015,15194.0
Games,USD,17/12/2015,5333.0
Games,EUR,01/01/2017,2418.52
Art,CAD,16/02/2015,802.83
Food,USD,11/01/2014,47060.38
Games,USD,07/05/2017,6523.5
Technology,USD,30/07/2015,117194.0
Music,EUR,29/02/2016,4854.21
Comics,USD,09/07/2016,475.0
Games,MXN,21/05/2017,793.44
Art,USD,24/05/2015,50.0
Theater,USD,29/07/2011,3635.0
Games,USD,19/02/2014,20826.56
Fashion,USD,25/12/2015,19569.0
Art,GBP,12/04/2017,190.62
Food,USD,01/11/2015,17930.0
Theater,USD,15/02/2015,2311.0
Food,USD,14/09/2014,3510.0
Music,USD,22/12/2017,1631.0
Music,USD,10/07/2012,9641.0
Music,USD,15/12/2015,6090.0
Film & Video,USD,28/02/2014,107695.0
Games,USD,25/10/2014,166540.76
Games,EUR,01/08/2016,2505.63
Dance,USD,15/01/2011,515.0
Technology,DKK,20/11/2014,74800.85
Film & Video,USD,15/12/2014,26916.0
Crafts,USD,26/03/2016,21816.0
Music,USD,12/09/2014,3000.0
Publishing,GBP,19/12/2016,1200.44
Technology,EUR,12/10/2016,71332.23
Art,USD,17/04/2017,1606.0
Film & Video,GBP,17/04/2017,613.99
Music,USD,01/09/2014,15371.0
Design,AUD,12/08/2017,165485.28
Photography,USD,15/06/2010,1715.95
Comics,USD,15/02/2014,1229.0
Publishing,USD,05/07/2013,11003.0
Music,USD,09/04/2012,640.0
Theater,USD,01/05/2014,505.0
Music,USD,17/04/2014,850.0
Food,CAD,02/12/2016,4093.06
Film & Video,USD,01/04/2012,2413.0
Publishing,USD,15/07/2017,13604.0
Theater,USD,19/05/2014,5285.0
Design,CAD,09/12/2016,55691.74
Film & Video,USD,22/06/2013,1626.0
Art,USD,15/05/2013,925.0
Design,USD,07/06/2014,3892.0
Photography,USD,09/06/2014,10215.0
Design,USD,27/12/2014,12628.0
Games,USD,16/06/2014,2317.0
Technology,USD,10/08/2016,7132.0
Film & Video,USD,21/02/2012,27410.0
Art,USD,19/06/2011,2330.0
Food,USD,26/03/2014,4415.0
Film & Video,DKK,09/12/2015,271.52
Fashion,USD,01/08/2014,8131.0
Art,USD,21/11/2014,851.0
Music,USD,12/07/2013,5895.0
Music,USD,13/10/2014,2335.0
Music,USD,01/10/2011,4722.99
Film & Video,USD,29/04/2016,26502.0
Dance,USD,03/05/2014,5366.0
Photography,USD,30/06/2013,20170.0
Theater,USD,01/05/2016,12854.0
Technology,USD,12/09/2015,31155.45
Music,USD,03/12/2010,17727.22
Music,GBP,28/03/2015,908.92
Technology,USD,31/07/2011,21514.0
Art,USD,26/02/2016,3520.0
Publishing,USD,06/06/2012,550.0
Film & Video,USD,11/05/2013,800.0
Film & Video,USD,29/11/2013,1132.0
Music,USD,02/06/2016,2000.0
Comics,USD,19/06/2014,15150.0
Film & Video,USD,09/10/2014,2740.0
Games,GBP,02/04/2013,270674.41
Games,USD,09/04/2016,27446.01
Music,USD,15/04/2013,31640.0
Fashion,CAD,30/11/2014,3116.55
Design,GBP,01/04/2015,8073.66
Film & Video,USD,23/06/2011,1783.0
Art,USD,21/04/2017,2153.0
Film & Video,USD,06/09/2014,4002.0
Comics,USD,20/07/2017,4570.0
Music,USD,17/03/2011,3175.0
Theater,USD,17/06/2011,1065.0
Film & Video,USD,12/04/2014,175.0
Film & Video,USD,07/03/2013,3595.0
Music,USD,27/10/2012,5150.08
Film & Video,USD,12/11/2011,118801.46
Music,USD,17/03/2013,1980.0
Publishing,USD,05/10/2017,3030.0
Music,USD,07/03/2017,6560.0
Theater,USD,02/09/2012,5310.0
Film & Video,USD,12/07/2012,12390.11
Photography,USD,17/10/2013,455.0
Music,USD,25/09/2015,37174.0
Publishing,USD,15/08/2010,4108.99
Music,USD,28/02/2011,5000.0
Music,USD,24/04/2017,20670.0
Food,USD,01/10/2014,15000.0
Publishing,USD,28/02/2013,537.0
Film & Video,USD,02/07/2017,11046.0
Games,USD,30/09/2013,106722.36
Music,SEK,21/05/2016,241.02
Comics,USD,12/08/2017,4436.01
Film & Video,GBP,28/05/2016,22489.24
Dance,USD,21/07/2014,6100.0
Crafts,USD,13/10/2016,6440.0
Design,USD,26/05/2014,41163.0
Fashion,USD,16/03/2017,10180.0
Games,GBP,14/02/2013,83300.19
Film & Video,USD,28/05/2013,5025.0
Art,USD,22/06/2011,1036.6
Music,USD,30/09/2010,400.0
Design,USD,09/11/2014,6062.0
Technology,USD,18/09/2015,20788.0
Design,CAD,01/04/2016,20147.37
Comics,USD,25/03/2017,1506.0
Film & Video,USD,25/10/2012,12993.0
Games,USD,16/07/2015,15740.0
Games,USD,23/08/2013,7755.0
